1	36 
2	6 
3	3 
4	31 
5	26 
6	29 
7	33 
8	2 33 
9	17 22 
10	30 33 
11	28 
12	29 
13	20 
14	6 
15	21 
16	24 
17	21 
18	27 
19	29 
20	33 
21	11 
22	26 
23	35 
24	28 
25	32 
26	11 
27	28 
28	23 
29	34 
30	7 
31	10 26 
32	23 
33	19 
34	1 
35	6 
36	30 
37	32 
38	12 
39	16 
40	17 
41	32 
42	29 
43	16 
44	11 
45	11 
46	12 
47	28 
48	31 
49	28 
50	22 
51	24 
52	19 
53	2 
54	6 
55	30 
56	27 
57	6 
58	13 
59	13 
60	15 
61	23 
62	15 
63	14 15 
64	30 
65	34 
66	27 
67	9 
68	23 
69	12 
70	14 
71	27 
72	3 
73	13 
74	12 
75	34 
76	32 
77	1 
78	21 23 
79	7 
80	33 
81	23 
82	1 
83	13 
84	12 
85	28 
86	23 
87	18 
88	13 
89	20 
90	25 
91	6 
92	4 
93	26 
94	12 
95	35 
96	1 26 
97	13 20 
98	30 
99	6 
100	28 
101	33 
102	23 
103	31 
104	5 18 
105	34 
106	17 
107	22 
108	13 20 
109	27 
110	4 
111	17 
112	19 
113	12 
114	1 
115	13 
116	19 
117	29 
118	5 
119	31 
120	32 
121	20 
122	20 
123	5 
124	5 
125	24 
126	5 
127	25 
128	32 
129	3 
130	8 
131	20 
132	32 
133	1 
134	32 
135	16 
136	34 
137	16 
138	13 17 
139	8 
140	28 
141	19 
142	7 
143	36 
144	28 
145	12 
146	17 
147	23 
148	6 
149	20 
150	10 
151	24 
152	7 
153	21 
154	27 
155	3 28 
156	23 
157	36 
158	12 
159	6 
160	11 
161	31 
162	11 
163	10 
164	23 
165	19 20 
166	12 
167	5 9 
168	16 
169	15 
170	6 
171	26 
172	3 
173	19 
174	18 
175	24 
176	30 
177	21 
178	34 
179	24 
180	16 
181	28 
182	4 
183	6 
184	16 
185	36 
186	36 
187	23 
188	30 
189	20 
190	1 
191	30 
192	7 28 
193	12 
194	11 
195	2 
196	8 
197	5 28 
198	14 
199	17 35 
200	28 
201	1 
202	18 30 
203	24 
204	18 
205	23 
206	7 
207	7 
208	12 
209	22 
210	21 
211	12 
212	5 
213	22 
214	27 
215	20 29 
216	12 
217	1 
218	1 19 
219	10 
220	27 
