1	16 
2	4 
3	32 
4	38 
5	6 34 
6	19 
7	10 
8	31 
9	11 
10	4 
11	6 
12	27 
13	32 
14	18 
15	24 
16	12 
17	22 
18	3 
19	32 33 
20	11 
21	1 
22	34 
23	9 
24	7 
25	10 
26	28 
27	37 
28	37 
29	14 
30	32 
31	8 
32	14 
33	27 
34	28 
35	29 
36	7 
37	24 
38	34 
39	37 
40	19 
41	25 
42	29 
43	14 
44	2 
45	30 
46	22 
47	11 
48	12 
49	24 
50	9 
51	5 
52	1 
53	16 
54	19 
55	12 
56	7 
57	36 
58	12 
59	32 
60	14 
61	24 
62	10 
63	37 
64	8 
65	27 
66	21 
67	28 
68	36 
69	10 
70	9 23 
71	24 
72	3 
73	28 
74	9 
75	9 
76	21 
77	4 
78	38 
79	18 
80	32 
81	27 
82	5 
83	26 
84	19 
85	11 
86	33 
87	35 
88	36 
89	30 
90	22 
91	6 
92	22 
93	19 
94	18 
95	33 
96	4 
97	17 
98	10 
99	11 
100	29 
101	29 
102	15 
103	27 
104	24 
105	19 29 
106	29 
107	8 18 
108	19 
109	12 
110	36 
111	35 
112	33 
113	26 
114	13 
115	7 
116	2 33 
117	15 37 
118	36 
119	15 
120	38 
121	6 
122	38 
123	1 33 
124	37 
125	30 
126	4 
127	4 
128	9 
129	5 
130	34 
131	21 
132	1 
133	27 
134	8 
135	17 
136	16 
137	9 
138	22 
139	4 
140	27 
141	21 
142	32 
143	12 
144	21 
145	19 
146	5 
147	20 
148	18 
149	15 
150	20 
151	1 
152	23 
153	36 
154	13 
155	20 
156	10 
157	34 
158	38 
159	21 
160	29 
161	31 
162	17 
163	1 11 
164	16 
165	8 
166	6 31 
167	36 
168	11 
169	36 
170	20 
171	12 
172	25 
173	3 
174	17 
175	37 
176	13 
177	8 
178	38 
179	4 35 
180	14 
181	8 
182	10 
183	38 
184	37 
185	3 
186	20 
187	25 
188	31 
189	29 
190	28 
191	36 
192	13 
193	21 
194	26 
195	12 
196	23 
197	7 
198	4 
199	26 
200	33 
201	38 
202	28 
203	20 
204	8 
205	34 
206	4 
207	29 
208	38 
209	24 
210	6 
211	3 
212	34 
213	19 
214	16 
215	33 
216	22 
217	33 
218	32 
219	19 
220	19 
221	12 
222	30 
223	24 
224	33 
225	23 30 
226	6 
227	25 
228	29 
229	6 
230	25 
231	34 
232	32 
233	26 
234	24 
235	4 
236	14 
237	7 
238	2 9 
239	10 
240	23 
241	15 
242	4 37 
243	2 
244	14 
245	36 
246	10 
247	8 
248	13 36 
249	6 
250	29 
251	13 
252	8 
253	31 
254	37 
255	30 
256	15 
257	16 
258	12 
259	28 
260	26 
261	17 
262	38 
263	34 
264	3 
265	1 
266	18 
267	33 
268	22 
269	6 
270	17 
271	12 
272	28 
273	35 
274	31 
275	7 
276	6 
277	25 
278	11 
279	31 
280	13 36 
281	10 
282	2 37 
283	33 
284	38 
285	1 13 
286	18 
287	26 
288	2 
289	5 
290	16 
291	26 
292	25 
293	22 
294	30 
295	2 
296	28 
297	38 
298	25 
299	28 
300	37 
301	10 
302	14 
303	23 
304	14 
305	30 
306	15 
307	3 8 
308	10 18 
309	25 
310	37 
311	11 
312	23 
313	21 
314	35 
315	36 
316	3 
317	17 
318	20 
319	35 
320	26 
321	7 
322	29 
323	31 
324	11 
325	21 36 
326	10 
327	31 
328	9 
329	35 
330	5 
331	23 
332	3 
333	16 
334	3 
335	8 
336	29 
337	17 
338	9 
339	36 
340	26 
341	36 
342	24 
343	24 
344	3 
345	23 
346	17 
347	34 
348	30 
349	13 
350	31 
351	5 
352	2 
353	10 
354	8 
355	20 
356	14 
357	24 
358	27 
359	15 
360	23 
361	27 
362	31 
363	18 
364	2 
365	21 
366	27 
367	13 
368	28 
369	18 
370	1 
371	11 
372	17 
373	27 
374	25 
375	21 
376	19 
377	15 
378	35 
379	21 
380	35 
381	29 
382	35 
383	18 
384	20 
385	16 
386	10 
387	16 
388	7 
389	12 
390	27 
391	28 
392	7 
393	1 
394	18 
395	9 
396	4 
397	26 
398	38 
399	6 
400	14 
401	3 
402	30 
403	22 
404	22 
405	16 
406	21 
407	36 
408	17 
409	35 
410	21 31 
411	3 
412	26 
413	38 
414	20 
415	10 
416	14 
417	6 31 
418	30 
419	19 
420	24 
421	12 
422	13 
423	32 
424	18 
425	24 
426	20 
427	23 
428	20 
429	1 
430	25 
431	32 
432	20 
433	28 
434	9 
435	32 
436	3 
437	13 
438	14 
439	37 
440	24 
441	6 
442	5 
443	28 
444	15 
445	11 
446	12 
447	35 
448	5 
449	15 
450	28 
451	32 
452	16 
453	27 
454	17 
455	9 23 
456	17 
457	36 
458	28 
459	16 
460	4 
461	34 
462	33 
463	33 
464	7 
465	35 
466	11 
467	20 
468	32 
469	11 
470	24 
471	38 
472	37 
473	30 
474	37 
475	14 
476	13 
477	21 
478	25 
479	15 30 
480	10 
481	6 
482	9 
483	7 
484	3 
485	22 
486	38 
487	25 
488	35 
489	6 
490	2 
491	22 
492	31 
493	33 
494	4 
495	15 17 
496	35 
497	28 
498	15 
499	36 
500	5 
501	16 18 
502	37 
503	5 
504	16 
505	25 
506	19 
507	14 
508	9 
509	32 
510	11 
511	4 
512	8 
513	11 
514	7 
515	21 
516	5 
517	20 
518	4 
519	27 
520	36 
521	23 
522	9 
523	15 
524	18 
525	2 
526	23 
527	4 
528	35 
529	12 
530	5 
531	7 27 
532	37 
533	13 
534	19 
535	14 
536	19 
537	10 
538	21 29 
539	20 
540	7 
541	2 
542	30 
543	30 
544	28 
545	7 
546	31 
547	29 
548	3 31 
549	30 
550	8 
551	13 31 
552	2 
553	22 
554	26 
555	2 
556	16 
557	20 
558	17 
559	11 
560	12 
561	7 
562	16 
563	6 
564	11 
565	4 
566	28 
567	17 
568	24 
569	4 
570	18 
571	1 
572	30 
573	13 
574	16 
575	14 
576	38 
577	38 
578	33 
579	18 
580	20 
581	8 
582	21 
583	36 
584	35 
585	6 16 
586	9 
587	32 
588	17 
589	31 
590	10 
591	32 
592	18 
593	30 
594	33 
595	18 
596	34 
597	29 
598	16 
599	31 
600	23 
601	37 
602	36 
603	6 
604	9 
605	27 
606	33 
607	20 
608	38 
609	31 
610	8 
611	24 
612	10 
613	25 
614	10 
615	28 
616	15 
617	29 
618	20 
619	29 34 
620	22 
621	20 
622	30 
623	6 
624	33 
625	10 
626	26 
627	26 
628	14 
629	26 
630	22 
631	13 
632	8 
633	5 
634	4 
635	32 
636	9 
637	22 
638	32 
639	25 
640	34 
641	25 
642	3 20 
643	18 
644	36 
645	8 
646	10 
647	26 
648	23 
649	14 
650	9 
651	7 
652	30 
653	1 24 
654	21 
655	17 
656	25 
657	17 
658	11 
659	33 
660	34 
661	20 
662	34 
663	2 
664	14 
665	7 
666	17 
667	22 
668	15 
669	36 
670	27 
671	34 
672	25 
673	34 
674	36 
675	12 35 
676	7 
677	34 
678	3 
679	8 
680	19 
681	26 
