1	22 
2	31 
3	1 
4	8 
5	9 
6	18 
7	12 
8	20 
9	4 33 
10	6 
11	26 
12	1 2 
13	4 
14	7 
15	27 
16	11 32 
17	15 
18	24 
19	13 
20	31 
21	33 
22	4 
23	1 29 
24	12 
25	28 
26	14 
27	13 
28	32 
29	22 33 
30	28 
31	2 
32	11 
33	13 
34	26 
35	33 
36	25 
37	20 25 
38	10 
39	16 
40	9 
41	30 
42	13 35 
43	9 
44	33 
45	36 
46	32 
47	17 
48	20 
49	6 
50	20 
51	7 
52	26 
53	24 
54	28 
55	10 
56	34 35 
57	14 
58	21 
59	34 
60	3 
61	11 34 
62	37 
63	14 
64	19 
65	9 
66	11 
67	10 
68	8 25 
69	23 36 
70	9 
71	29 
72	15 30 
73	27 
74	12 
75	11 
76	3 
77	19 
78	26 
79	11 
80	20 
81	32 
82	29 
83	8 
84	26 
85	8 
86	4 
87	32 
88	5 
89	3 
90	20 
91	15 
92	4 
93	3 
94	37 
95	9 
96	13 
97	17 
98	20 32 
99	32 
100	16 
101	20 
102	14 
103	17 21 
104	33 
105	22 
106	25 
107	4 
108	16 
109	19 
110	8 
111	27 
112	16 
113	30 
114	33 
115	3 11 
116	22 
117	25 
118	2 
119	8 
120	20 
121	5 
122	35 
123	23 
124	3 
125	22 
126	20 
127	19 
128	12 
129	6 
130	8 
131	20 
132	8 
133	15 
134	36 
135	7 
136	30 
137	10 
138	28 
139	12 
140	13 
141	18 33 
142	14 
143	24 
144	23 
145	7 25 
146	2 
147	36 
148	13 
149	11 
150	10 20 
151	3 
152	14 
153	35 
154	30 
155	23 
156	11 
157	28 
158	8 
159	11 
160	4 
161	25 
162	30 
163	29 
164	28 
165	9 
166	5 
167	24 
168	15 
169	4 
170	24 
171	4 
172	10 
173	17 18 
174	2 
175	13 35 
176	27 
177	25 
178	31 
179	26 
180	26 
181	7 
182	28 
183	23 
184	2 
185	9 
186	17 
187	18 
188	36 
189	27 
190	3 
191	14 
192	13 
193	33 
194	3 
195	5 
196	16 
197	13 
198	29 
199	23 
200	2 28 
201	24 
202	27 
203	20 
204	35 
205	17 
206	3 20 
207	34 
208	24 
209	19 
210	7 
211	18 
212	8 
213	3 
214	13 
215	19 
216	11 26 
217	27 
218	29 
219	14 
220	31 
221	21 
222	2 
223	37 
224	11 
225	2 
226	17 
227	6 
228	7 
229	35 
230	29 
231	9 
232	15 
233	21 
234	35 
235	37 
236	8 
237	32 
238	6 
239	18 
240	27 
241	8 
242	26 
243	31 
244	27 
245	16 
246	9 
247	22 
248	7 
249	18 
250	14 34 
251	26 
252	27 
253	35 
254	6 29 
255	4 
256	11 
257	13 
258	10 
259	13 
260	37 
261	28 
262	37 
263	30 
264	6 
265	13 
266	5 37 
267	2 
268	35 
269	31 
270	35 
271	12 
272	22 
273	22 
274	21 
275	1 25 
276	25 
277	7 
278	27 
279	27 
280	1 14 
281	15 
282	12 
283	18 20 
284	37 
285	34 
286	13 
287	19 
288	4 
289	32 
290	30 
291	29 
292	10 
293	7 
294	31 
295	20 
296	1 
297	7 
298	20 22 
299	13 
300	16 
301	16 
302	19 
303	23 
304	37 
305	5 
306	32 
307	17 19 
308	36 
309	12 
310	12 
311	11 
312	12 
313	34 
314	33 
315	19 
316	29 
317	14 
318	30 
319	30 
320	1 
321	17 33 
322	23 
323	32 
324	17 
325	13 
326	9 
327	28 
328	33 
329	20 
330	29 
331	37 
332	13 
333	13 
334	19 
335	20 
336	9 
337	18 
338	10 
339	32 
340	36 
341	33 
342	33 
343	34 
344	14 
345	21 
346	17 
347	24 
348	11 
349	15 
350	24 
351	11 
352	19 
353	25 30 
354	26 
355	37 
356	21 
357	5 
358	33 
359	36 
360	2 
361	20 
362	17 
363	15 
364	26 
365	37 
366	9 
367	18 
368	3 
369	3 
370	12 
371	6 
372	5 
373	28 
374	23 
375	8 
376	20 
377	6 16 
378	12 
379	28 
380	7 
381	19 
382	6 
383	12 
384	18 
385	28 
386	1 
387	25 
388	7 
389	23 
390	29 
391	12 
392	31 
393	33 
394	1 
395	2 
396	14 
397	20 37 
398	10 
399	8 
400	7 
401	32 
402	23 
403	29 
404	16 
405	19 
406	12 
407	8 
408	36 
409	11 
410	32 
411	7 
412	1 
413	2 
414	20 
415	19 
416	4 6 
417	10 
418	12 
419	33 
420	7 
421	3 
422	2 
423	13 33 
424	5 
425	31 
426	36 
427	37 
428	24 
429	1 
430	20 
431	8 
432	3 37 
433	36 
434	19 
435	36 
436	19 36 
437	1 
438	25 
439	33 
440	10 16 
441	27 
442	17 
443	26 
444	24 32 
445	14 
446	14 
447	5 
448	32 
449	27 
450	11 
451	26 
452	19 
453	28 
454	9 
455	12 
456	22 
457	16 
458	12 
459	5 
460	3 
461	8 
462	22 
463	29 
464	8 
465	12 
466	19 
467	6 36 
468	24 
469	36 
470	27 
471	24 
472	30 
473	13 
474	29 
475	19 23 
476	21 
477	7 
478	27 
479	9 
480	18 
481	11 34 
482	16 
483	7 
484	9 
485	21 
486	10 22 
487	10 
488	3 
489	4 
490	7 
491	19 
492	16 33 
493	5 
494	2 
495	26 
496	23 
497	26 
498	3 
499	8 
500	36 
501	9 
502	25 
503	5 
504	16 
505	13 
506	35 
507	30 
508	4 
509	9 
510	24 
511	9 
512	2 
513	21 
514	31 
515	28 
516	18 
517	6 
518	7 
519	8 
520	12 34 
521	14 
522	7 
523	4 
524	30 
525	24 
526	16 
527	35 
528	20 
529	37 
530	29 
531	30 
532	7 28 
533	9 
534	11 
535	35 
536	25 
537	22 
538	19 
539	37 
540	8 
541	35 
542	36 
543	20 
544	4 
545	12 
546	17 
547	16 17 
548	21 
549	28 
550	36 
551	23 
552	18 23 
553	24 33 
554	22 
555	31 
556	27 
557	22 
558	34 
559	32 
560	29 
561	22 
562	5 
563	14 
564	22 
565	9 
566	30 
567	1 
568	34 
569	8 
570	19 
571	11 
572	9 
573	29 
574	12 
575	1 
576	1 
577	5 
578	3 
579	8 
580	9 
581	22 
582	12 
583	18 
584	19 
585	8 
586	24 
587	36 
588	17 
589	31 
590	35 
591	26 
592	12 
593	37 
594	9 35 
595	36 
596	15 
597	23 
598	14 24 
