# Nodes: 1000, Edges: 12377, Weighted: 1
1	41	1.93962
1	186	2.64231
1	430	2.90978
1	442	2.49618
1	487	0.697844
1	570	0.944232
1	594	2.931
1	754	0.938389
1	765	3.36946
1	777	3.35217
1	907	3.80173
1	914	3.86031
1	961	1.20934
1	987	1.32579
1	994	1.38838
2	52	1.50537
2	252	2.52519
2	261	3.33413
2	337	1.31965
2	478	0.766323
2	520	3.42467
2	658	0.899546
2	718	3.76938
2	752	0.811517
2	763	0.883085
2	776	3.52683
2	919	4.16081
2	945	1.05077
2	949	4.6293
2	971	1.21653
3	58	0.816178
3	435	2.12265
3	545	0.970241
3	669	2.41769
3	728	3.14666
3	866	3.19161
3	869	1.26908
3	881	3.23671
3	905	1.20603
3	909	1.19117
3	928	3.67217
3	930	3.64874
3	939	1.43351
3	951	3.89569
3	994	1.57759
4	12	1.66872
4	115	0.701361
4	250	1.54997
4	619	0.917115
4	717	2.08077
4	767	2.21184
4	807	1.17822
4	808	1.02215
4	852	2.88189
4	936	3.10449
4	968	1.40466
4	972	3.42449
4	984	3.72353
4	988	3.79909
4	998	4.11009
5	148	0.674143
5	333	2.74354
5	375	0.829775
5	416	1.98977
5	444	2.59867
5	465	3.07566
5	498	2.85853
5	650	3.26618
5	667	3.3
5	821	1.07777
5	840	3.58486
5	874	1.10533
5	890	1.33245
5	964	3.93462
5	989	1.45192
6	247	1.90346
6	272	1.21023
6	296	0.864556
6	400	0.739843
6	474	2.41435
6	704	1.14659
6	821	3.06152
6	829	2.94291
6	857	3.25967
6	923	1.31282
6	939	3.73211
6	947	3.8822
6	979	4.1608
6	986	1.50953
6	996	1.68402
7	233	2.51924
7	326	2.91392
7	393	3.32755
7	529	2.60618
7	576	3.05627
7	579	0.967963
7	599	3.1268
7	760	1.01745
7	772	1.15639
7	821	1.11784
7	868	3.79339
7	902	4.01939
7	910	1.22217
7	986	1.43588
7	994	1.53373
8	137	1.64557
8	244	3.26592
8	352	1.60769
8	372	0.570197
8	467	3.13012
8	558	0.630673
8	606	0.897376
8	659	3.25262
8	734	3.41677
8	828	0.893451
8	836	0.809305
8	868	3.99501
8	898	4.06934
8	902	4.22101
8	995	1.38035
9	420	0.976956
9	509	1.15237
9	532	1.93423
9	535	2.59581
9	682	1.05969
9	740	2.57235
9	756	1.23008
9	798	1.31502
9	813	2.83756
9	834	1.23267
9	915	3.3571
9	935	3.67817
9	944	1.48268
9	966	4.00628
9	976	4.3805
10	109	1.69107
10	156	0.592441
10	328	1.70881
10	391	2.22122
10	393	2.91762
10	599	2.71687
10	742	2.83929
10	868	3.38346
10	902	3.60946
10	913	1.02595
10	929	1.03599
10	932	1.10984
10	934	3.78241
10	938	3.88236
10	972	1.26932
11	321	1.68691
11	489	2.53699
11	644	0.86631
11	744	2.93255
11	749	2.39818
11	793	0.809188
11	853	3.497
11	861	3.30972
11	890	3.4069
11	897	3.45797
11	921	1.267
11	923	1.08095
11	943	3.81071
11	971	1.32496
11	982	1.39842
12	18	1.5786
12	19	2.52022
12	29	1.09532
12	117	2.59248
12	145	1.50713
12	204	0.16065
12	240	1.45599
12	346	0.502439
12	719	0.497258
12	766	3.15076
12	921	4.08278
12	939	4.29924
12	947	4.44933
12	964	4.28188
13	89	1.47097
13	131	2.28675
13	295	0.574192
13	309	0.722274
13	320	1.97986
13	397	2.28782
13	501	2.51344
13	585	0.581879
13	657	2.46413
13	840	0.942802
13	857	0.885217
13	883	3.3112
13	970	4.11211
13	994	4.83658
13	995	4.84009
14	47	1.77839
14	148	1.64666
14	370	0.434247
14	581	2.31355
14	634	0.549762
14	695	0.549134
14	771	2.87747
14	814	3.04254
14	849	0.830916
14	903	3.71512
14	910	0.901256
14	973	4.17012
14	984	1.08133
14	997	4.85322
14	999	5.05876
15	78	2.55494
15	230	1.18555
15	429	2.03468
15	475	2.60637
15	479	1.04211
15	599	1.21088
15	727	2.81657
15	774	1.20997
15	815	1.12432
15	841	3.45895
15	898	1.34389
15	904	3.06776
15	935	1.36106
15	981	4.26649
15	991	4.56356
16	490	0.834901
16	553	1.34989
16	633	0.826988
16	640	3.25946
16	702	3.35729
16	708	3.45429
16	741	3.307
16	788	0.949047
16	834	3.6747
16	875	3.68784
16	900	0.934179
16	901	1.0709
16	965	1.10018
16	983	4.60121
16	993	1.36659
17	153	2.6688
17	374	1.69325
17	409	0.675873
17	431	2.61402
17	485	0.832942
17	549	2.93787
17	731	1.00948
17	759	3.33325
17	799	0.860011
17	846	1.14619
17	871	1.01188
17	879	3.92359
17	942	1.22863
17	981	4.79531
17	991	5.09239
18	154	3.33234
18	191	0.705238
18	250	1.44402
18	332	3.4498
18	350	3.05081
18	368	3.26077
18	640	0.891162
18	651	2.99073
18	652	0.871001
18	711	3.86968
18	751	0.925356
18	810	1.00664
18	816	1.03673
18	996	5.37165
19	416	1.76512
19	470	0.745237
19	710	3.2617
19	818	0.794695
19	857	3.46182
19	890	1.1078
19	916	0.904908
19	921	3.7178
19	933	1.03044
19	934	0.95871
19	939	3.93426
19	947	4.08435
19	977	1.13641
19	979	4.36295
20	101	2.75244
20	244	3.0133
20	371	1.04705
20	428	1.06439
20	470	2.88479
20	529	2.55519
20	576	3.00528
20	591	1.17151
20	607	1.14099
20	633	1.2832
20	752	1.3298
20	848	3.43194
20	868	3.7424
20	888	1.40831
20	902	3.9684
21	45	2.91069
21	261	0.84065
21	304	2.84652
21	335	0.92052
21	386	2.97427
21	523	1.00326
21	570	1.03529
21	676	3.7882
21	685	3.93604
21	762	0.931219
21	774	3.81463
21	903	1.21316
21	916	1.11534
21	975	5.08059
21	987	1.41685
22	96	3.02247
22	107	1.58575
22	171	3.3103
22	330	1.70436
22	333	3.58031
22	348	3.507
22	430	1.63916
22	465	3.91243
22	479	0.47284
22	492	0.319967
22	626	3.61182
22	840	4.42163
22	873	0.839415
22	944	0.811562
22	990	1.07273
23	223	1.83777
23	254	2.55593
23	402	0.644453
23	524	0.944096
23	535	0.829816
23	563	2.93834
23	712	0.949182
23	731	3.15526
23	742	1.00751
23	807	3.64095
23	827	0.887473
23	887	3.93957
23	913	4.13112
23	975	1.34096
23	997	4.98144
24	79	1.78838
24	159	1.37254
24	181	2.64955
24	226	0.641271
24	435	0.743979
24	822	3.55952
24	828	0.836734
24	833	3.53475
24	853	3.82843
24	861	3.64115
24	865	3.99351
24	892	0.869901
24	926	0.979837
24	943	4.14214
24	980	1.20063
25	128	2.10926
25	302	0.820074
25	365	2.64111
25	490	1.20886
25	499	1.16965
25	526	2.82462
25	580	1.16534
25	684	2.8396
25	787	1.12814
25	823	3.44008
25	824	3.02482
25	938	1.3919
25	957	1.55396
25	962	4.08238
25	986	4.42146
26	136	0.685292
26	375	2.8418
26	447	1.94563
26	451	1.95525
26	465	1.05368
26	548	2.72185
26	613	1.15641
26	675	1.0117
26	676	3.14422
26	732	3.10286
26	761	3.19746
26	847	1.1143
26	909	3.9571
26	921	1.46813
26	975	4.43661
27	49	2.4935
27	83	0.825458
27	350	0.807231
27	433	2.41909
27	434	1.8195
27	630	2.754
27	833	3.30317
27	853	3.59686
27	865	3.76194
27	876	3.47873
27	897	3.55782
27	902	1.15467
27	930	1.09121
27	972	1.35824
27	987	1.39329
28	61	2.21439
28	86	2.45414
28	317	2.40865
28	447	1.81422
28	473	0.78491
28	654	0.79717
28	688	0.961256
28	701	3.34938
28	736	3.33567
28	773	3.16998
28	900	4.02658
28	921	1.33672
28	943	1.37019
28	960	4.4098
28	975	1.38299
29	55	1.47776
29	75	3.89135
29	291	0.666883
29	390	3.79907
29	394	3.61082
29	574	0.681271
29	636	4.25941
29	742	0.816112
29	811	0.90362
29	828	0.831969
29	852	0.880916
29	873	4.74678
29	874	5.03405
29	942	1.087
30	243	2.24201
30	301	0.685914
30	406	0.999161
30	498	0.798094
30	537	0.735479
30	543	2.1416
30	554	0.866361
30	628	0.917264
30	782	3.53881
30	790	3.39061
30	896	3.95826
30	924	4.03239
30	933	4.00947
30	945	1.20145
30	956	4.28258
31	181	0.934988
31	225	1.04726
31	307	0.947277
31	327	3.31082
31	537	0.866963
31	557	3.42294
31	586	1.0454
31	618	3.41612
31	638	3.63531
31	665	3.24549
31	715	1.00034
31	840	3.98851
31	913	1.20823
31	939	1.40516
31	964	4.33827
32	81	2.24734
32	205	2.61143
32	389	2.52622
32	498	0.843406
32	544	0.940066
32	547	0.752636
32	679	3.40114
32	680	1.04559
32	701	3.361
32	762	2.58569
32	773	3.1816
32	805	3.64143
32	841	1.03123
32	950	1.24515
32	960	4.42142
33	39	1.81169
33	141	2.63832
33	173	2.61487
33	372	2.62771
33	545	2.45937
33	636	0.968433
33	658	1.03321
33	677	3.01386
33	788	1.02065
33	817	3.892
33	891	3.96094
33	895	0.983803
33	912	4.14846
33	976	1.33433
33	986	1.30289
34	50	1.47835
34	114	3.1074
34	120	1.87443
34	190	2.37839
34	302	2.52688
34	344	0.429733
34	613	2.78141
34	650	2.15386
34	667	0.520271
34	674	0.512277
34	698	0.523274
34	971	4.68524
34	972	0.946796
34	992	4.7469
34	1000	5.14745
35	38	2.15282
35	300	0.794232
35	415	1.51211
35	602	2.16363
35	609	0.918035
35	716	0.944708
35	748	1.03652
35	860	2.75387
35	876	1.15661
35	903	3.01607
35	968	3.41444
35	989	3.97596
35	994	1.45114
35	997	4.15417
35	999	4.35971
36	127	1.72183
36	202	2.98879
36	242	1.50837
36	270	0.492468
36	284	2.65474
36	473	3.15031
36	555	0.5696
36	609	0.796912
36	633	3.35453
36	791	3.84815
36	866	1.12085
36	872	0.987772
36	934	4.54363
36	985	4.83097
36	989	1.28827
37	281	0.910349
37	417	2.12873
37	461	2.3161
37	539	1.07186
37	649	2.56659
37	708	1.17185
37	709	2.89572
37	751	1.10711
37	819	1.14779
37	823	3.50719
37	866	1.41926
37	931	3.28804
37	962	4.14949
37	986	4.48857
37	988	1.61827
38	49	0.430056
38	264	1.96768
38	369	2.548
38	480	0.691041
38	525	2.23195
38	671	2.67929
38	674	0.946397
38	683	0.895271
38	725	2.85296
38	768	3.41759
38	864	3.27463
38	893	3.63658
38	941	1.35402
38	982	4.72782
39	168	2.32911
39	223	0.58413
39	486	0.908964
39	624	2.9049
39	700	2.941
39	706	0.851245
39	862	3.81938
39	878	1.03631
39	880	0.891093
39	941	1.17531
39	947	1.1921
39	957	4.18423
39	978	4.52579
39	987	4.64231
40	93	1.8731
40	546	0.826701
40	554	3.14211
40	632	0.788142
40	679	0.644985
40	699	3.26799
40	724	3.43102
40	787	3.49105
40	827	3.87714
40	867	3.7878
40	871	0.930595
40	897	1.01035
40	935	4.37241
40	940	1.04537
40	999	1.33101
41	155	1.99406
41	316	2.39945
41	454	0.944897
41	490	0.848996
41	561	2.51613
41	586	2.43263
41	690	0.946774
41	824	3.00475
41	830	0.812468
41	849	0.961333
41	855	3.31563
41	931	3.20086
41	962	4.06231
41	986	4.40139
42	386	1.29779
42	394	0.966838
42	440	0.972329
42	587	0.951365
42	606	2.43924
42	747	2.62845
42	801	1.25329
42	803	2.96718
42	863	3.12613
42	866	1.47171
42	892	3.41353
42	921	3.39743
42	939	3.61389
42	947	3.76398
42	970	1.5331
43	86	0.677403
43	137	2.42359
43	397	1.57405
43	627	2.73384
43	644	0.807244
43	686	2.82451
43	726	0.92902
43	871	0.974896
43	882	0.858444
43	944	4.07854
43	977	4.39861
43	978	4.38119
43	985	1.26015
43	987	4.49771
43	993	1.3539
44	45	2.98219
44	115	1.54775
44	346	0.808088
44	386	3.04577
44	427	3.66938
44	441	3.06224
44	548	3.43733
44	685	4.00753
44	765	0.81239
44	818	0.829531
44	873	1.10538
44	920	0.945696
44	926	1.06712
44	975	5.15208
44	998	1.34588
45	88	0.762319
45	251	1.9814
45	295	2.9181
45	299	2.83884
45	304	2.53195
45	375	3.17121
45	427	3.28332
45	553	1.47224
45	736	1.04009
45	743	0.966797
45	886	1.0719
45	924	1.13895
45	975	4.76602
46	84	2.21278
46	103	1.9542
46	145	2.28766
46	305	0.464938
46	396	0.712728
46	439	0.766665
46	579	2.70594
46	609	0.799183
46	893	3.91205
46	907	1.01111
46	959	4.487
46	964	1.41076
46	978	4.74692
46	982	5.00329
46	994	1.33229
47	85	1.9794
47	140	2.21205
47	489	2.71797
47	577	0.917475
47	681	0.920749
47	818	0.957958
47	822	3.40906
47	846	3.43776
47	865	3.84306
47	918	3.77241
47	931	1.21075
47	943	3.99169
47	949	1.19566
47	993	1.46973
48	143	1.5315
48	168	1.35312
48	316	1.88083
48	534	3.02679
48	608	0.624826
48	614	0.393968
48	634	3.32167
48	670	0.638329
48	716	0.492127
48	870	0.61127
48	932	4.25866
48	940	4.44103
48	972	4.81459
48	978	0.932966
48	998	5.5002
49	242	1.4932
49	314	0.723093
49	433	3.06167
49	502	2.94648
49	530	2.04174
49	707	0.881018
49	711	0.731682
49	853	4.23944
49	876	4.12131
49	890	4.14933
49	918	4.33387
49	922	0.993699
49	968	1.16688
50	57	1.82145
50	126	0.53318
50	235	0.679858
50	519	2.76293
50	523	2.52092
50	536	2.61679
50	623	0.530609
50	770	3.30957
50	935	0.996906
50	961	4.50041
50	971	1.19245
50	974	4.64157
50	988	1.23283
50	993	5.01236
51	81	1.16461
51	175	2.22155
51	282	3.1044
51	319	3.07862
51	522	2.45786
51	650	1.13524
51	701	1.06882
51	744	1.30525
51	752	3.3098
51	777	1.26493
51	790	1.1697
51	834	3.41292
51	867	1.34408
51	875	3.42606
51	983	4.33943
52	95	1.38694
52	111	1.68075
52	141	2.65793
52	372	2.64732
52	378	0.605919
52	641	0.579447
52	817	3.91161
52	832	3.74064
52	841	0.822964
52	891	3.98055
52	904	0.92901
52	912	4.16807
52	928	0.923424
52	941	4.24246
53	152	1.8855
53	491	0.716606
53	504	2.77633
53	596	3.16705
53	601	0.608259
53	610	3.84761
53	722	1.10068
53	734	3.44018
53	800	0.869482
53	812	3.62902
53	873	1.10006
53	898	4.09276
53	920	0.940374
53	957	4.40417
53	978	1.23294
54	219	1.87821
54	248	0.85148
54	300	0.795405
54	527	1.91523
54	596	0.79545
54	714	0.884732
54	786	0.925557
54	839	0.966589
54	860	3.32331
54	903	3.58551
54	919	3.29027
54	947	1.34456
54	949	3.75876
54	989	4.5454
54	999	4.92915
55	91	1.63104
55	298	2.71319
55	589	0.598005
55	617	2.8986
55	636	0.743774
55	646	0.716679
55	688	3.41047
55	825	3.24483
55	846	0.968834
55	934	4.23409
55	938	4.33404
55	982	1.19899
55	985	4.52143
55	991	1.12435
56	332	2.31035
56	497	0.869456
56	560	0.869395
56	570	2.3358
56	659	1.17827
56	741	2.75673
56	801	3.03459
56	803	1.1226
56	890	1.36175
56	917	3.43419
56	926	3.52131
56	958	3.70824
56	964	1.60144
56	976	1.45656
56	996	4.2322
57	91	2.36173
57	226	0.816364
57	349	0.679859
57	453	0.846422
57	685	0.831163
57	718	3.34904
57	738	2.958
