1	29 
2	35 
3	21 
4	27 
5	9 
6	17 29 
7	32 
8	12 21 
9	18 
10	3 28 
11	12 14 
12	14 
13	34 
14	31 
15	29 31 
16	9 
17	23 
18	15 
19	18 31 
20	27 
21	5 18 
22	17 
23	6 
24	19 
25	32 
26	9 
27	35 
28	30 
29	28 
30	19 
31	2 
32	7 
33	19 
34	24 
35	10 
36	18 
37	21 
38	28 
39	20 
40	27 
41	20 
42	10 
43	24 
44	31 
45	25 
46	4 
47	23 
48	20 
49	12 28 
50	7 18 
51	13 
52	12 
53	9 
54	2 
55	5 
56	24 
57	9 
58	16 20 
59	33 
60	12 
61	24 
62	34 
63	35 
64	10 
65	24 
66	24 
67	24 
68	10 
69	13 
70	33 
71	21 32 
72	27 
73	31 
74	10 
75	9 
76	20 
77	35 
78	32 
79	13 
80	8 15 
81	35 
82	28 
83	34 
84	1 
85	17 
86	9 
87	32 
88	22 35 
89	30 
90	6 
91	1 
92	6 
93	33 
94	25 
95	20 35 
96	18 
97	5 
98	21 
99	10 
100	21 
101	16 28 
102	20 
103	29 
104	3 
105	14 
106	33 
107	2 
108	17 
109	22 
110	26 
111	3 12 
112	6 
113	25 
114	18 
115	29 
116	34 
117	8 
118	32 
119	32 
120	26 
121	22 
122	31 
123	25 
124	17 
125	19 
126	20 
127	16 
128	26 
129	29 
130	25 
131	12 
132	16 
133	34 
134	8 
135	28 
136	18 
137	8 
138	5 
139	13 
140	32 
141	7 
142	14 35 
143	17 
144	1 
145	27 34 
146	13 
147	24 
148	6 
149	30 
150	15 
151	8 
152	23 
153	26 
154	2 
155	24 
156	34 
157	27 
158	34 
159	13 
160	2 
161	32 
162	25 
163	16 
164	17 
165	29 
166	2 
167	7 
168	8 
169	15 
170	5 22 
171	5 12 
172	27 
173	19 
174	31 
175	6 
176	35 
177	35 
178	15 
179	30 
180	10 
181	6 28 
182	12 
183	20 
184	10 
185	10 
186	19 
187	22 
188	29 
189	31 
190	20 
191	33 
192	20 
193	12 
194	20 
195	30 
196	18 
197	18 
198	9 24 
199	13 
200	29 
201	11 
202	21 
203	23 
204	18 
205	21 
206	2 
207	29 
208	34 
209	12 
210	14 
211	8 
212	6 7 
213	34 
214	14 
215	32 
216	31 
217	31 
218	1 
219	9 
220	10 
221	26 
222	12 
223	10 
224	34 
225	7 
226	20 22 
227	9 
228	16 
229	5 
230	7 9 
231	19 
232	15 
233	23 
234	18 
235	5 
236	31 
237	12 32 
238	34 
239	3 
240	15 32 
241	8 
242	27 
243	13 30 
244	5 
245	4 
246	1 
247	27 
248	31 
249	21 
250	18 
251	31 
252	10 
253	20 
254	21 
255	19 
256	17 
257	9 
258	22 25 
259	32 
260	26 
261	16 
262	9 
263	27 
264	20 28 
265	9 
266	3 
267	5 
268	6 
269	20 
270	13 
271	3 
272	19 
273	31 
274	4 27 
275	35 
276	10 
277	29 
278	6 
279	21 
280	4 
281	25 
282	3 
283	3 
284	26 
285	27 
286	18 
287	28 
288	35 
289	32 
290	33 
291	7 
292	31 
293	19 
294	29 
295	34 
296	27 
297	23 33 
298	8 
299	31 
300	17 
301	8 26 
302	16 
303	18 
304	10 27 
305	21 
306	1 
307	26 
308	31 
309	29 
310	10 
311	1 
312	21 22 
313	2 
314	29 
315	30 
316	22 
317	18 
318	26 
319	20 22 
320	11 34 
321	22 
322	24 
323	22 
324	24 
325	31 
326	26 
327	21 
328	11 
329	10 20 
330	5 
331	25 
332	34 
333	24 
334	28 
335	28 
336	29 
337	14 
338	12 
339	19 
340	23 
341	20 
342	12 
343	35 
344	28 
345	12 
346	3 
347	29 
348	35 
349	26 
350	16 
351	20 28 
352	20 
353	32 
354	33 
355	27 
356	14 
357	2 
358	13 
359	25 
360	20 
361	31 
362	12 
363	30 
364	7 
365	29 
366	26 
367	34 
368	19 
369	35 
370	14 
371	28 
372	35 
373	35 
374	12 
375	11 29 
376	35 
377	6 
378	17 
379	1 
380	20 
381	19 
382	24 
383	18 
384	20 
385	7 15 
386	22 
387	30 
388	10 11 
389	29 
390	16 
391	22 27 
392	26 
393	14 
394	10 16 
395	1 
396	18 
397	3 
398	22 
399	12 
400	5 17 
401	9 
402	8 
403	33 
404	10 
405	13 
406	13 
407	30 
408	34 
409	18 
410	30 
411	17 
412	27 
413	18 
414	12 
415	6 
416	29 
417	12 
418	23 
419	3 
420	8 
421	4 
422	27 
423	34 
424	32 33 
425	27 
426	35 
427	21 
428	2 
429	1 13 
430	18 
431	17 
432	12 
433	2 
434	10 
435	10 
436	26 
437	20 
438	30 
439	22 
440	32 
441	25 
442	35 
443	3 
444	16 
445	12 
446	35 
447	21 
448	6 
449	9 
450	31 
451	9 
452	30 
453	25 27 
454	19 
455	17 20 
456	28 
457	12 
458	5 35 
459	9 21 
460	16 
461	24 25 
462	35 
463	4 
464	27 
465	15 
466	24 
467	6 
468	20 34 
469	27 
470	24 
471	11 
472	3 
473	27 
474	3 
475	14 
476	1 
477	10 
478	26 
479	16 
480	18 
481	13 35 
482	5 
483	23 
484	26 
485	14 
486	27 
487	20 
488	12 
489	12 
490	22 
491	10 
492	6 
493	29 
494	9 
495	27 
496	6 
497	9 
498	1 
499	4 
500	11 
501	27 
502	23 
503	1 
504	13 
505	34 
506	14 
507	34 
508	34 
509	6 
510	13 
511	19 
512	9 
513	31 
514	3 17 
515	24 
516	34 
517	1 
518	32 
519	35 
520	8 
521	8 
522	5 
523	23 
524	25 
525	15 
526	1 20 
527	27 
528	29 
529	15 
530	35 
531	11 
532	14 
533	35 
534	23 
535	21 
536	5 
537	31 
538	14 
539	20 
540	25 
541	5 
542	21 
543	1 
544	11 23 
545	28 
546	20 28 
547	27 
548	10 
549	8 
550	9 
551	14 
552	2 
553	27 
554	4 
555	14 
556	1 
557	31 
558	18 
559	24 35 
560	31 
561	9 
562	30 
563	4 20 
564	27 
565	11 
566	2 
567	29 
568	5 
569	18 
570	4 
571	27 
572	17 
573	28 
574	6 18 
575	35 
576	27 
577	15 
578	21 
579	7 
580	21 
581	6 35 
582	8 
583	17 
584	3 15 
585	16 
586	2 
587	25 
588	9 31 
589	19 
590	11 
591	27 
592	5 31 
593	21 
594	13 14 
595	3 
596	4 
597	5 34 
598	29 
599	9 
600	28 
601	5 
602	4 
603	12 
604	5 
605	10 
606	9 
607	17 
608	23 
609	7 
610	29 
611	31 
612	30 
613	31 
614	11 
615	4 29 
616	6 
617	11 
618	26 
619	17 
620	13 
621	35 
622	2 
623	12 
624	34 
625	12 
626	18 
627	30 
628	16 
629	23 
630	2 23 
631	6 
632	24 29 
633	12 
634	6 20 
635	1 
636	1 
637	19 
638	13 
639	19 27 
640	5 
641	13 
642	11 
643	6 
644	12 
645	12 
646	5 
647	2 
648	5 
649	34 
650	26 
651	24 
652	35 
653	24 
654	5 
655	34 
656	8 
657	19 
658	13 
659	2 
660	19 
661	12 
662	13 
663	24 
664	14 
665	33 
666	26 
667	11 
668	6 
669	25 
670	35 
671	16 
672	23 
673	21 
674	20 
675	12 
676	27 
677	9 
678	13 
679	1 
680	25 
681	13 
682	23 
683	5 
684	9 27 
685	34 
686	35 
687	10 
688	17 
689	9 
690	23 
691	22 
692	28 
693	33 
694	24 
695	27 
696	31 
697	22 
698	16 
699	16 
700	24 31 
701	20 
702	17 
703	14 
704	12 
705	30 
706	20 
707	20 
708	23 
709	6 
710	6 24 
711	12 
712	23 
713	15 
714	24 
715	1 
716	7 31 
717	2 
718	15 
719	12 31 
720	24 
721	12 
722	6 
723	23 
724	31 
725	12 
726	27 
727	5 
728	30 
729	23 
730	9 
731	4 
732	1 
733	18 
734	15 
735	15 
736	25 
737	10 
738	29 
739	29 
740	22 
741	29 
742	5 
743	10 
744	27 
745	35 
746	21 
747	11 29 
748	20 
749	8 
750	7 
751	25 
752	27 
753	1 14 
754	5 
755	26 
756	18 
757	19 
758	23 
759	3 
760	29 
761	24 
762	7 13 
763	18 
764	12 
765	11 
766	30 
767	6 
768	3 
769	12 
770	21 
771	26 35 
772	14 33 
773	23 
774	11 
775	29 
776	22 
777	10 18 
778	33 
779	26 
780	9 24 
781	13 
782	35 
783	31 
784	31 
785	33 35 
786	1 11 
787	1 
788	32 
789	5 
790	34 
791	31 32 
792	2 
793	32 
794	5 
795	12 
796	6 
797	11 
798	8 
799	16 
800	15 
801	7 
802	20 
803	19 
804	13 
805	9 
806	13 
807	19 
808	14 
809	9 
810	4 
811	20 
812	6 29 
813	19 
814	16 
815	16 
816	9 35 
817	21 
818	26 
819	24 30 
820	24 
821	33 
822	20 
823	8 
824	12 
825	33 
826	2 
827	31 
828	35 
829	27 
830	20 
831	7 
832	35 
833	21 
834	4 
835	34 
836	22 
837	9 
838	8 
839	21 
840	30 35 
841	12 
842	12 
843	8 
844	6 
845	4 
846	13 
847	19 
848	34 
849	16 
850	1 
851	22 
852	13 
853	31 
854	29 
855	29 
856	10 26 
857	34 
858	3 
859	4 
860	23 
861	13 
862	14 
863	33 
864	14 
865	4 
866	4 17 
867	34 
868	14 
869	27 
870	24 
871	6 
872	35 
873	1 5 
874	31 
875	18 
876	22 
877	28 
878	5 
879	20 
880	33 
881	30 
882	11 27 
883	25 
884	35 
885	1 
886	29 
887	2 
888	23 
889	12 
890	28 
891	20 
892	21 
893	33 
894	8 
895	7 24 
896	32 
897	34 
898	33 
899	25 
900	17 
901	24 
902	12 
903	27 
904	7 
905	2 
906	24 
907	5 26 
908	22 
909	23 
910	18 
911	20 
912	32 
913	1 
914	10 
915	9 
916	35 
917	27 
918	21 
919	24 
920	28 
921	19 
922	20 
923	27 
924	5 
925	24 
926	18 
927	27 
928	28 
929	28 
930	10 
931	18 
932	23 
933	6 
934	35 
935	34 
936	18 
937	21 
938	31 
939	27 
940	35 
941	1 
942	5 
943	24 33 
944	12 
945	29 
946	4 
947	11 
948	9 
949	20 
950	19 
951	35 
952	1 
953	28 
954	7 
955	18 
956	4 
957	15 
958	27 
959	35 
960	7 
961	26 
962	14 
963	11 
964	33 
965	34 
966	31 
967	25 
968	15 
969	9 
970	22 
971	12 
972	3 
973	9 
974	1 
975	34 
976	8 
977	31 
978	22 34 
979	10 
980	15 
981	21 
982	33 
983	9 31 
984	4 
985	20 
986	21 
987	30 
988	20 
989	19 
990	10 
991	31 
992	10 
993	8 
994	14 
995	8 
996	2 
997	13 
998	22 
999	29 
1000	33 
