1	2 
2	13 15 
3	6 
4	27 
5	7 36 
6	38 
7	20 
8	16 
9	3 
10	2 
11	7 
12	23 
13	29 31 
14	21 
15	6 
16	16 
17	4 
18	24 27 
19	13 
20	31 
21	2 7 
22	9 
23	7 
24	29 38 
25	5 25 
26	7 
27	24 
28	37 
29	15 
30	1 4 
31	14 
32	33 37 
33	15 22 
34	32 
35	11 
36	9 
37	10 
38	24 
39	4 
40	3 
41	10 29 
42	17 
43	6 
44	36 
45	20 33 
46	3 
47	3 
48	35 
49	17 
50	9 
51	29 
52	19 
53	23 
54	24 
55	10 
56	39 
57	10 
58	8 25 
59	26 
60	29 
61	12 
62	7 
63	31 
64	15 
65	32 
66	28 
67	38 
68	31 
69	33 
70	11 35 
71	2 
72	10 
73	37 
74	28 
75	36 
76	13 
77	28 
78	24 39 
79	30 
80	4 
81	24 
82	23 
83	16 
84	30 
85	6 
86	29 
87	3 
88	17 29 
89	34 
90	38 
91	11 
92	33 
93	27 
94	24 
95	29 
96	31 
97	15 
98	21 
99	24 
100	6 
101	23 
102	21 23 
103	25 
104	17 
105	17 
106	10 11 
107	19 
108	39 
109	6 
110	5 
111	34 
112	33 
113	9 
114	27 
115	6 22 
116	11 14 
117	5 
118	18 
119	19 
120	16 
121	26 
122	7 28 
123	31 
124	22 
125	15 
126	39 
127	35 
128	23 
129	38 
130	14 
131	32 
132	2 
133	16 20 
134	9 
135	11 
136	31 37 
137	17 
138	14 
139	8 
140	12 
141	39 
142	13 
143	24 
144	2 
145	9 
146	23 
147	23 
148	9 
149	35 
150	3 
151	33 
152	21 26 
153	12 
154	7 
155	15 
156	5 9 
157	6 14 
158	20 
159	37 
160	34 
161	13 
162	39 
163	20 
164	11 
165	19 
166	8 39 
167	26 
168	10 
169	24 34 
170	21 
171	13 
172	32 
173	16 
174	15 
175	35 
176	24 
177	7 
178	10 17 
179	1 
180	31 
181	7 
182	14 
183	11 
184	14 30 
185	25 
186	24 
187	14 
188	3 17 
189	24 
190	12 
191	36 
192	13 
193	9 
194	22 31 
195	32 
196	18 
197	30 
198	23 
199	20 
200	30 
201	14 
202	1 
203	5 
204	37 
205	22 
206	21 
207	21 
208	39 
209	33 
210	7 39 
211	32 
212	20 
213	25 
214	21 
215	3 37 
216	9 
217	19 24 
218	39 
219	25 
220	10 
221	35 
222	4 32 
223	6 
224	35 
225	30 
226	4 26 
227	13 
228	11 
229	28 
230	24 
231	14 
232	23 
233	30 
234	27 
235	14 
236	27 
237	13 
238	6 
239	11 
240	23 
241	28 
242	25 
243	24 
244	10 
245	24 
246	16 
247	37 
248	6 
249	18 
250	27 
251	11 
252	16 
253	8 
254	28 
255	26 
256	20 
257	16 
258	37 
259	11 
260	19 
261	7 29 
262	5 
263	5 14 
264	23 
265	28 
266	37 
267	39 
268	10 
269	26 
270	37 
271	9 
272	12 
273	14 
274	22 
275	36 
276	4 
277	10 
278	4 
279	20 
280	28 
281	30 
282	15 
283	5 7 
284	37 
285	37 
286	35 
287	18 
288	8 
289	24 
290	9 
291	21 
292	23 
293	33 
294	23 24 
295	26 
296	15 
297	14 
298	37 
299	31 
300	2 
301	2 
302	8 
303	5 
304	18 19 
305	3 
306	5 
307	36 
308	19 
309	39 
310	4 
311	2 
312	21 
313	10 
314	16 
315	35 
316	6 28 
317	28 
318	8 
319	23 
320	38 
321	36 
322	6 25 
323	7 
324	33 35 
325	17 
326	8 
327	9 
328	17 38 
329	7 
330	23 
331	16 
332	11 
333	14 
334	22 
335	11 
336	1 12 
337	17 
338	13 
339	26 
340	11 
341	14 
342	9 
343	25 
344	9 
345	28 
346	9 
347	18 
348	15 
349	4 
350	14 
351	9 
352	8 
353	18 29 
354	32 
355	15 
356	24 
357	33 
358	6 
359	21 
360	11 
361	28 
362	28 
363	1 
364	24 
365	16 
366	31 
367	2 
368	20 
369	39 
370	36 
371	16 35 
372	8 39 
373	33 
374	29 
375	28 
376	28 
377	8 
378	3 
379	9 
380	32 
381	18 
382	8 
383	11 
384	25 
385	23 
386	13 
387	9 19 
388	15 
389	20 
390	23 
391	6 
392	29 
393	19 
394	5 
395	6 
396	24 
397	2 
398	19 
399	3 
400	34 
401	13 
402	39 
403	4 
404	18 39 
405	25 
406	15 
407	16 
408	10 
409	17 
410	34 
411	18 
412	33 
413	6 14 
414	35 
415	13 
416	28 
417	12 20 
418	10 
419	1 29 
420	1 31 
421	3 
422	26 
423	16 
424	8 
425	33 
426	35 
427	39 
428	8 
429	5 
430	17 
431	29 
432	24 
433	23 
434	24 
435	20 36 
436	13 
437	38 
438	32 
439	22 
440	38 
441	9 
442	34 
443	1 
444	2 
445	11 
446	35 
447	35 
448	4 
449	13 
450	1 
451	11 
452	24 
453	11 
454	37 
455	14 
456	17 
457	17 
458	16 
459	37 
460	23 
461	32 
462	30 
463	35 
464	16 
465	25 
466	29 
467	20 
468	14 
469	7 
470	36 
471	38 
472	13 
473	24 
474	33 
475	4 
476	9 
477	22 
478	17 
479	10 
480	38 
481	10 
482	13 
483	10 
484	22 
485	13 
486	7 
487	12 
488	17 
489	21 24 
490	30 
491	38 
492	8 
493	17 
494	1 
495	7 
496	9 
497	38 
498	35 
499	33 
500	17 
501	25 
502	14 
503	9 
504	10 
505	38 
506	18 
507	11 
508	31 
509	38 
510	13 
511	1 
512	9 
513	36 
514	34 
515	9 
516	28 
517	19 
518	39 
519	24 
520	38 
521	37 
522	31 
523	1 37 
524	31 
525	35 
526	27 
527	7 
528	22 
529	23 
530	5 
531	2 
532	36 
533	6 27 
534	4 
535	24 25 
536	4 26 
537	34 
538	5 
539	1 
540	32 
541	32 
542	11 
543	16 
544	6 
545	20 
546	4 19 
547	28 
548	26 
549	14 
