1	7 
2	6 
3	11 
4	26 
5	12 
6	18 
7	6 
8	1 
9	6 
10	14 
11	22 
12	19 
13	23 
14	21 
15	9 24 
16	7 
17	24 
18	24 
19	21 
20	10 
21	7 
22	29 32 
23	22 
24	11 
25	15 
26	15 
27	8 
28	17 
29	14 
30	34 
31	3 
32	15 
33	14 
34	7 
35	6 
36	28 
37	26 
38	33 
39	8 
40	18 
41	32 
42	7 
43	29 
44	6 
45	12 
46	31 
47	23 
48	17 
49	31 
50	32 
51	27 
52	13 
53	20 
54	22 
55	7 19 
56	1 
57	35 
58	14 
59	21 
60	9 
61	22 
62	28 
63	20 
64	19 
65	3 
66	3 
67	33 
68	26 
69	28 
70	8 
71	35 
72	18 
73	1 
74	16 
75	32 
76	3 
77	35 
78	2 
79	15 
80	6 
81	18 
82	5 
83	9 
84	13 
85	19 
86	2 
87	23 
88	33 
89	28 
90	18 
91	3 
92	30 
93	11 
94	4 
95	11 
96	22 
97	23 
98	19 
99	18 
100	11 
101	34 
102	27 
103	12 
104	33 
105	20 
106	11 
107	9 
108	29 
109	22 
110	12 
111	32 
112	17 
113	28 
114	34 
115	32 
116	28 
117	13 
118	4 
119	8 
120	1 
121	3 
122	12 13 
123	2 
124	32 
125	14 
126	31 
127	14 
128	29 
129	17 
130	18 
131	9 
132	16 
133	33 
134	7 
135	25 
136	1 
137	33 
138	28 
139	3 
140	2 
141	33 
142	9 
143	30 
144	26 
145	35 
146	23 
147	25 31 
148	26 
149	7 
150	16 
151	30 
152	12 17 
153	4 
154	13 
155	27 
156	21 
157	14 
158	21 
159	30 
160	22 
161	28 
162	34 
163	8 
164	24 
165	23 
166	26 
167	26 
168	15 
169	16 
170	10 
171	8 
172	16 
173	19 
174	6 20 
175	19 
176	17 
177	15 
178	30 
179	32 
180	9 
181	9 
182	32 
183	8 
184	16 
185	6 
186	19 
187	29 
188	15 
189	15 
190	2 
191	13 
192	29 
193	34 
194	30 
195	20 
196	30 
197	16 
198	21 
199	9 
200	16 
201	21 
202	16 
203	29 
204	2 
205	35 
206	34 
207	9 
208	34 
209	9 
210	25 
211	3 
212	25 
213	14 
214	6 
215	26 
216	35 
217	7 
218	28 
219	7 
220	28 
221	4 
222	2 
223	14 
224	25 
225	27 
226	16 
227	11 
228	6 
229	13 
230	24 
231	3 
232	6 
233	26 
234	13 
235	20 
236	28 31 
237	17 
238	33 
239	34 
240	17 
241	6 27 
242	11 
243	6 
244	6 
245	34 
246	6 
247	26 
248	30 
249	3 
250	22 
251	13 
252	23 
253	30 
254	29 
255	16 
256	30 
257	19 
258	24 
