startTime,createUser,commentsUser,proj,year,url
2023-05-03 16:16:12+00:00,[User]_oyaya,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1772
2023-05-04 08:07:35+00:00,[User]_foxriver1025,"{'[User]_foxriver1025', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1773
2023-05-05 06:01:53+00:00,[User]_oyaya,"{'[User]_oyaya', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1774
2023-05-09 06:10:32+00:00,[User]_wuxin-black,{'[User]_CLAassistant'},alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1775
2023-05-15 09:51:47+00:00,[User]_foxriver1025,"{'[User]_foxriver1025', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1776
2023-05-19 15:08:49+00:00,[User]_alexzzh,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1777
2023-05-22 03:33:31+00:00,[User]_solio,"{'[User]_wa5i', '[User]_solio', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1779
2023-05-22 16:38:15+00:00,[User]_finditfun,"{'[User]_finditfun', '[User]_CLAassistant', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1780
2023-05-25 11:46:58+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1781
2023-05-27 13:27:28+00:00,[User]_Homqyy,"{'[User]_Homqyy', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1782
2023-05-28 10:24:49+00:00,[User]_chobits,"{'[User]_lhanjian', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1783
2023-05-29 02:26:54+00:00,[User]_solio,"{'[User]_wa5i', '[User]_solio', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1784
2023-05-30 02:45:14+00:00,[User]_foxriver1025,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1785
2023-06-02 05:50:04+00:00,[User]_tonycody,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1786
2023-06-05 11:36:20+00:00,[User]_lijincai198843-lc,{'[User]_chobits'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1787
2023-06-08 10:27:08+00:00,[User]_chobits,{'[User]_chobits'},alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1788
2023-06-09 03:51:58+00:00,[User]_chobits,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1789
2023-06-09 14:54:56+00:00,[User]_pmkol,"{'[User]_pmkol', '[User]_ahgaoyong'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1790
2023-06-14 07:44:23+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1791
2023-06-14 12:06:19+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1792
2023-06-21 10:29:24+00:00,[User]_foxriver1025,"{'[User]_foxriver1025', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1793
2023-06-22 06:06:16+00:00,[User]_Homqyy,"{'[User]_Homqyy', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1794
2023-06-26 06:22:28+00:00,[User]_foxriver1025,"{'[User]_foxriver1025', '[User]_CLAassistant', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1795
2023-06-26 10:14:17+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1796
2023-06-28 07:27:43+00:00,[User]_chobits,"{'[User]_Homqyy', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1797
2023-07-03 03:01:40+00:00,[User]_foxriver1025,"{'[User]_foxriver1025', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1798
2023-07-03 10:07:35+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1799
2023-07-04 12:19:49+00:00,[User]_huangyonghome,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1800
2023-07-05 03:40:10+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1801
2023-07-05 07:16:30+00:00,[User]_drawing,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1802
2023-07-05 07:28:39+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1803
2023-07-05 09:53:30+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1805
2023-07-05 10:05:27+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1806
2023-07-05 10:07:07+00:00,[User]_lianglli,{'[User]_drawing'},alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1807
2023-07-05 11:31:23+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1808
2023-07-05 12:32:32+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1809
2023-07-05 13:25:31+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1810
2023-07-07 14:22:10+00:00,[User]_ottenhoff,"{'[User]_ottenhoff', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1811
2023-07-09 02:32:38+00:00,[User]_qwe857359351a,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1812
2023-07-17 12:24:32+00:00,[User]_zhsnew,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1814
2023-07-19 08:26:24+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1816
2023-07-20 12:50:51+00:00,[User]_drawing,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1818
2023-07-22 03:42:36+00:00,[User]_wzq2023,"{'[User]_CLAassistant', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1821
2023-07-23 04:06:35+00:00,[User]_dongbeiouba,{'[User]_chobits'},alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1822
2023-07-23 09:07:31+00:00,[User]_uepuer,"{'[User]_ylwzbk', '[User]_chobits', '[User]_uepuer'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1823
2023-07-24 13:28:46+00:00,[User]_drawing,"{'[User]_lianglli', '[User]_drawing'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1824
2023-07-24 14:10:53+00:00,[User]_drawing,{'[User]_drawing'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1825
2023-07-25 01:15:04+00:00,[User]_clywm520,"{'[User]_lianglli', '[User]_clywm520', '[User]_drawing'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1826
2023-07-25 02:47:51+00:00,[User]_meilihao,{'[User]_drawing'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1827
2023-07-26 04:19:40+00:00,[User]_drawing,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1828
2023-07-28 07:34:51+00:00,[User]_drawing,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1829
2023-07-30 02:47:39+00:00,[User]_houjiangen1,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1830
2023-07-30 03:45:33+00:00,[User]_ff2035,"{'[User]_ff2035', '[User]_fengidri', '[User]_drawing'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1831
2023-07-31 14:26:44+00:00,[User]_clannon,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1832
2023-08-01 09:36:55+00:00,[User]_kakahu2015,{'[User]_drawing'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1833
2023-08-04 05:24:19+00:00,[User]_zhangjiaxingict,"{'[User]_drawing', '[User]_zhangjiaxingict'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1834
2023-08-04 08:32:33+00:00,[User]_lianglli,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1835
2023-08-04 08:35:17+00:00,[User]_lianglli,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1836
2023-08-04 08:37:44+00:00,[User]_lianglli,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1837
2023-08-04 08:39:36+00:00,[User]_lianglli,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1838
2023-08-04 08:47:21+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1839
2023-08-04 08:49:32+00:00,[User]_lianglli,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1840
2023-08-04 08:53:16+00:00,[User]_lianglli,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1841
2023-08-04 08:55:18+00:00,[User]_lianglli,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1842
2023-08-04 09:11:19+00:00,[User]_lianglli,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1844
2023-08-04 09:14:33+00:00,[User]_lianglli,"{'[User]_lianglli', '[User]_tengine-opensource'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1845
2023-08-04 09:16:32+00:00,[User]_lianglli,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1846
2023-08-04 09:18:04+00:00,[User]_lianglli,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1847
2023-08-04 15:21:05+00:00,[User]_chobits,{'[User]_chobits'},alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1848
2023-08-05 06:52:32+00:00,[User]_zdm,{'[User]_zdm'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1849
2023-08-07 11:58:10+00:00,[User]_tangxiao187,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1850
2023-08-08 16:33:27+00:00,[User]_ff2035,"{'[User]_ff2035', '[User]_drawing', '[User]_lianglli'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1851
2023-08-17 01:41:21+00:00,[User]_sunshuxin,"{'[User]_lianglli', '[User]_sunshuxin', '[User]_jack-yli', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1852
2023-08-24 06:27:07+00:00,[User]_Marco1221,"{'[User]_Marco1221', '[User]_drawing', '[User]_lianglli'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1853
2023-08-28 09:35:41+00:00,[User]_uepuer,"{'[User]_drawing', '[User]_uepuer'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1854
2023-08-29 07:23:14+00:00,[User]_swzaaaaaaa,"{'[User]_lianglli', '[User]_swzaaaaaaa', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1855
2023-09-06 02:13:00+00:00,[User]_veniwang,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1856
2023-09-07 02:34:03+00:00,[User]_ancenye,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1857
2023-09-07 03:19:05+00:00,[User]_fuchencong,"{'[User]_drawing', '[User]_lianglli', '[User]_CLAassistant'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1858
2023-09-07 08:09:49+00:00,[User]_CocaColaYYDS,{'[User]_CocaColaYYDS'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1859
2023-09-12 07:33:23+00:00,[User]_lurker-Chen,"{'[User]_lianglli', '[User]_drawing'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1860
2023-09-15 12:38:52+00:00,[User]_drawing,{'[User]_drawing'},alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1861
2023-09-18 14:13:15+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1862
2023-09-18 14:23:53+00:00,[User]_lianglli,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1863
2023-09-18 14:27:32+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1864
2023-09-19 05:52:26+00:00,[User]_gatware-1,"{'[User]_drawing', '[User]_gatware-1'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1865
2023-09-21 02:51:09+00:00,[User]_drawing,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1866
2023-09-21 04:24:03+00:00,[User]_drawing,"{'[User]_lhanjian', '[User]_drawing', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1867
2023-09-25 07:56:50+00:00,[User]_lhanjian,"{'[User]_drawing', '[User]_lhanjian', '[User]_CLAassistant', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1868
2023-09-27 03:13:35+00:00,[User]_gatware-1,"{'[User]_lianglli', '[User]_drawing', '[User]_gatware-1'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1869
2023-09-27 03:14:41+00:00,[User]_gatware-1,"{'[User]_chobits', '[User]_gatware-1'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1870
2023-09-29 08:16:21+00:00,[User]_gatware-1,"{'[User]_wcollin', '[User]_chobits', '[User]_gatware-1'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1871
2023-10-11 03:16:42+00:00,[User]_RothsDiao,"{'[User]_lianglli', '[User]_RothsDiao'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1873
2023-10-11 09:43:57+00:00,[User]_lianglli,{'[User]_drawing'},alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1874
2023-10-13 03:53:32+00:00,[User]_yourchanges,"{'[User]_yourchanges', '[User]_lianglli'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1875
2023-10-16 11:49:07+00:00,[User]_coding-ha,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1876
2023-10-26 08:06:01+00:00,[User]_lianglli,{'[User]_drawing'},alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1877
2023-10-27 09:42:48+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1879
2023-10-30 03:13:12+00:00,[User]_huangyonghome,{'[User]_drawing'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1880
2023-11-01 07:11:25+00:00,[User]_ff2035,"{'[User]_lianglli', '[User]_ff2035', '[User]_iczero'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1881
2023-11-02 07:52:35+00:00,[User]_lhanjian,"{'[User]_lhanjian', '[User]_chobits'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1882
2023-11-07 09:16:00+00:00,[User]_hua2an,"{'[User]_lianglli', '[User]_hua2an'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1884
2023-11-07 18:34:36+00:00,[User]_ottenhoff,"{'[User]_drawing', '[User]_ottenhoff', '[User]_CLAassistant'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1885
2023-11-09 06:35:04+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1886
2023-11-09 11:46:16+00:00,[User]_lurker-Chen,{'[User]_drawing'},alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1887
2023-11-09 12:42:41+00:00,[User]_lurker-Chen,{'[User]_drawing'},alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1888
2023-11-10 10:19:28+00:00,[User]_hujun-w-2,"{'[User]_lianglli', '[User]_hujun-w-2'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1889
2023-11-11 03:09:23+00:00,[User]_xiahuan710,"{'[User]_xiahuan710', '[User]_drawing', '[User]_billdegithub'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1890
2023-11-12 15:56:10+00:00,[User]_ff2035,"{'[User]_lianglli', '[User]_drawing'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1891
2023-11-15 08:49:13+00:00,[User]_drawing,"{'[User]_lianglli', '[User]_lhanjian'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1892
2023-11-16 15:34:31+00:00,[User]_lhanjian,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1893
2023-11-21 01:17:30+00:00,[User]_liuxinagxiang,"{'[User]_BobFang2023', '[User]_lianglli', '[User]_liuxinagxiang', '[User]_drawing'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1894
2023-11-24 09:51:00+00:00,[User]_binghe1918,{'[User]_binghe1918'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1895
2023-11-28 10:30:50+00:00,[User]_pashunchik,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1896
2023-11-29 10:11:46+00:00,[User]_lianglli,{'[User]_lianglli'},alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1897
2023-11-29 11:07:37+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1898
2023-11-29 11:46:41+00:00,[User]_lianglli,set(),alibaba/tengine,2023,https://github.com/alibaba/tengine/pull/1899
2023-12-01 07:48:28+00:00,[User]_pashunchik,"{'[User]_lianglli', '[User]_pashunchik'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1900
2023-12-06 01:54:40+00:00,[User]_BobFang2023,"{'[User]_lianglli', '[User]_BobFang2023'}",alibaba/tengine,2023,https://github.com/alibaba/tengine/issues/1902
